article_title,venue,article_link,cluster_id,support,support_fraction,models_present,actionable,impact,evidence,avg_confidence,centroid_confidence,SOUND,PRECISE,CATEGORY
41,ICSE/ICSE 18/41.pdf,https://doi.org/,14,1,1/5,qwen,Include the original source files used to generate automated artifacts (like documentation) to satisfy open source distribution requirements.,"Ensures that generated artifacts comply with licenses like the GPL, which require the preferred form for making modifications.","Section 5 states that if artifacts are automatically generated from source code, the latter must be included to consider the whole distribution open source, as shown in cases where only compiled HTML was provided.",0.9,0.9,YES,YES,Documentation Practices | Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,4,1,1/5,qwen,"Configure or develop license compliance tools to analyze non-source and non-binary artifacts (e.g., documentation, fonts, media).",Ensures comprehensive license compliance by catching violations in bundled artifacts that traditional source-code-only tools miss.,Section 4.4 explicitly states that tools should consider non-code artifacts because non-free images or fonts can prevent software distribution and are subject to community guidelines.,0.8,0.8,YES,YES,Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,5,1,1/5,qwen,Migrate documentation licenses to compatible ones when facing redistribution blockers.,Resolves package acceptance issues and enables proper redistribution by communities.,Section 4.4.1 indicates that migrating documentation licenses is often the easiest fix for bugs where generated HTML or incompatible Creative Commons licenses block community distribution.,0.8,0.8,YES,YES,Documentation Practices | Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,6,1,1/5,qwen,Remove non-free fonts or images and find compliant replacements to resolve distribution blockers.,Eliminates legal risks and allows software to meet community freeness guidelines for bundling.,"Section 4.4.2 notes that non-free artifacts can prevent system distribution, requiring developers to remove them and find replacements to satisfy compliance.",0.8,0.8,YES,YES,Security Best Practices and Legal Compliance
12,FSE/FSE 18/12.pdf,http://fairness.cs.umass.edu/.,2,3,3/5,deepseek|mixtral|qwen|gemma,Use Themis to automatically test software for group and causal discrimination.,"Themis effectively discovers and measures both group and causal discrimination in open-source software, helping identify unintended biases.","Evaluated on a benchmark of eight open-source software systems and two financial datasets, automated fairness test suite generation was effective at discovering both group and causal discrimination. Causal discrimination sometimes captured bias that group discrimination missed.",0.9333,0.95,YES,YES,Automated Testing and Quality Assurance | Security Best Practices and Legal Compliance
12,FSE/FSE 18/12.pdf,http://fairness.cs.umass.edu/.,1,2,2/5,mixtral|qwen,Trace through executions on input pairs that exhibit different behavior to investigate and debug the source of discrimination bugs.,Debugs discrimination bugs and removes bias from the software.,"Themis lists tests exhibiting causal discrimination, and these causal pairs allow investigating the source by tracing executions on two or more relevant inputs that exhibit different behavior.",0.9,0.9,YES,YES,Automated Testing and Quality Assurance
3,FSE/FSE 21/3.pdf,https://doi.org/10.1145/3468264.3468602,1,3,3/5,deepseek|mixtral|qwen,Immediately compute conditional interpolants at each choice point during verification instead of waiting until error locations or spurious counterexamples are reached.,"Avoids exploring infeasible paths early and significantly reduces the state-space that needs to be explored, improving verification efficiency for concurrent software maintenance.",Experimental results show this approach reduces the average number of explored states to 29.87% and increases the number of verifiable concurrent programs by 17.26%.,0.95,0.95,YES,YES,Automated Testing and Quality Assurance
3,FSE/FSE 21/3.pdf,https://doi.org/10.1145/3468264.3468602,3,2,2/5,deepseek|qwen,Integrate conditional interpolation with reachability interpolation within a CEGAR-based model checking framework to verify concurrent programs.,"Improves verification efficiency and scalability by effectively pruning redundant branches and handling thread alternation challenges, supporting robust software quality assurance.","The combined approach correctly verifies 623 programs compared to 500 for the baseline, while reducing average verification time from 150.38s to 62.59s on commonly verified tasks.",0.925,0.95,YES,YES,Automated Testing and Quality Assurance
3,FSE/FSE 21/3.pdf,https://doi.org/10.1145/3468264.3468602,2,1,1/5,qwen,Construct and utilize the shortest conditional interpolation formula chain to simplify path formulas before applying Craig interpolation.,"Reduces the computational overhead of satisfiability checking and interpolation generation, making the verification process significantly faster.",Applying path simplification makes the approach approximately 9.99 times faster and reduces the average length of the interpolation path to 3.40%.,0.95,0.95,YES,YES,Automated Testing and Quality Assurance
25,FSE/FSE 21/25.pdf,https://doi.org/10.1145/3468264.3473492,3,3,3/5,deepseek|mixtral|qwen,"Develop toxicity detection tools that incorporate full issue thread history, project-level context, and user account data rather than relying solely on immediate post context.",Enhances the ability to accurately understand toxicity triggers and outcomes in open-source communities.,"The study highlights that examining the entire thread and user accounts is crucial for understanding where toxicity comes from, as context significantly affects toxicity annotation (Section 3).",0.85,0.8,YES,YES,Community Collaboration and Engagement | Project Management and Governance
25,FSE/FSE 21/25.pdf,https://doi.org/10.1145/3468264.3473492,1,2,2/5,deepseek|qwen,"Implement a multi-source approach to identify potential toxic interactions by monitoring deleted issues, locked discussions, Code of Conduct mentions, and classifier-flagged comments.",Provides a systematic method for detecting toxicity in GitHub issue discussions to support community health interventions.,The authors explicitly propose these four groups as a way to identify possible toxic interactions (Section 4).,0.825,0.8,YES,YES,Community Collaboration and Engagement | Project Management and Governance
25,FSE/FSE 21/25.pdf,https://doi.org/10.1145/3468264.3473492,2,2,2/5,mixtral|qwen,"Proactively monitor users who exhibit troll-like behavior, specifically those with no prior project activity or patterns of repeated trolling.",Enables maintainers to predict and mitigate future toxic comments before they escalate and cause burnout.,Preliminary coding results show that trolls (17/35 issues) and repeated trolls (8/17 trolls) are the most frequent authors of toxic comments (Section 3).,0.825,0.75,YES,YES,Community Collaboration and Engagement
i24_28,ICSE/ICSE 24/i24_28.pdf,https://doi.org/10.1145/3597503.3639223,5,3,3/5,deepseek|mixtral|qwen,Use zero-shot LLMs like GPT-4 for emotion-cause extraction in software engineering communication.,Achieve effective emotion cause recognition with a BLEU-2 score of 0.598.,The study found that GPT-4 achieved a BLEU-2 score of 0.598 on a manually curated dataset of 450 GitHub comments.,0.9333,0.9,YES,YES,Community Collaboration and Engagement
i24_28,ICSE/ICSE 24/i24_28.pdf,https://doi.org/10.1145/3597503.3639223,2,3,3/5,deepseek|mixtral|qwen,Implement automated review bots to address pull request delays and merge conflicts.,Mitigate developer frustration related to PR delays.,The case study identified PR delays and merge conflicts as significant sources of frustration.,0.8833,0.85,YES,YES,CI/CD and DevOps Automation
i24_28,ICSE/ICSE 24/i24_28.pdf,https://doi.org/10.1145/3597503.3639223,4,2,2/5,deepseek|qwen,Expand CI testing across diverse CUDA/CuDNN versions to reduce compatibility issues.,Minimize frustration from GPU library compatibility problems.,CUDA and CuDNN compatibility issues were identified as a source of frustration in the case study.,0.9167,0.85,YES,YES,Automated Testing and Quality Assurance | CI/CD and DevOps Automation
i24_28,ICSE/ICSE 24/i24_28.pdf,https://doi.org/10.1145/3597503.3639223,1,2,2/5,deepseek|qwen,Provide comprehensive documentation on version compatibility between the project and its dependencies.,Address build and compatibility problems that cause developer frustration.,Cluster 1 analysis of TensorFlow comments revealed 58 instances where participants struggled with incompatibility issues due to version mismatches.,0.9,0.95,YES,YES,Documentation Practices
i24_28,ICSE/ICSE 24/i24_28.pdf,https://doi.org/10.1145/3597503.3639223,3,2,2/5,deepseek|qwen,"Establish pull request guidelines enforcing git commit hygiene, such as requiring squashed commits for partial progress.",Reduce developer frustration stemming from overly fine-grained or incomplete commit histories.,Cluster 4 highlighted 9 comments where developers complained about commits capturing incremental changes that needed to be squashed.,0.9,0.95,YES,YES,Code Standards and Maintainability | Project Management and Governance
